"","moduleLabel","moduleColor","ensembl_id_TH","ensembl_id","entrez"
"CYP4Z1",0,"grey","ENSG00000186160.4","ENSG00000186160",199974
"CYP51A1",0,"grey","ENSG00000001630.15","ENSG00000001630",1595
"CYP51A1-AS1",0,"grey","ENSG00000188693.7","ENSG00000188693",613126
"CYP7A1",0,"grey","ENSG00000167910.3","ENSG00000167910",1581
"CYP7B1",0,"grey","ENSG00000172817.3","ENSG00000172817",9420
"CYP8B1",0,"grey","ENSG00000180432.5","ENSG00000180432",1582
"CYR61",0,"grey","ENSG00000142871.15","ENSG00000142871",3491
"CYS1",0,"grey","ENSG00000205795.4","ENSG00000205795",192668
"CYSLTR1",0,"grey","ENSG00000173198.5","ENSG00000173198",10800
"CYSLTR2",0,"grey","ENSG00000152207.7","ENSG00000152207",57105
"CYSRT1",0,"grey","ENSG00000197191.4","ENSG00000197191",375791
"CYSTM1",0,"grey","ENSG00000120306.9","ENSG00000120306",84418
"CYTH1",0,"grey","ENSG00000108669.16","ENSG00000108669",9267
"CYTH2",0,"grey","ENSG00000105443.13","ENSG00000105443",9266
"CYTH3",0,"grey","ENSG00000008256.15","ENSG00000008256",9265
"CYTH4",3,"brown","ENSG00000100055.20","ENSG00000100055",27128
"CYTIP",0,"grey","ENSG00000115165.9","ENSG00000115165",9595
"CYTL1",0,"grey","ENSG00000170891.10","ENSG00000170891",54360
"CYYR1",0,"grey","ENSG00000166265.11","ENSG00000166265",116159
"D2HGDH",0,"grey","ENSG00000180902.16","ENSG00000180902",728294
"DAAM1",0,"grey","ENSG00000100592.15","ENSG00000100592",23002
"DAAM2",0,"grey","ENSG00000146122.16","ENSG00000146122",23500
"DAB1",0,"grey","ENSG00000173406.15","ENSG00000173406",1600
"DAB2",0,"grey","ENSG00000153071.14","ENSG00000153071",1601
"DAB2IP",0,"grey","ENSG00000136848.16","ENSG00000136848",153090
"DACH1",0,"grey","ENSG00000276644.4","ENSG00000276644",1602
"DACH2",0,"grey","ENSG00000126733.20","ENSG00000126733",117154
"DACT1",0,"grey","ENSG00000165617.14","ENSG00000165617",51339
"DACT2",0,"grey","ENSG00000164488.11","ENSG00000164488",168002
"DACT3",0,"grey","ENSG00000197380.10","ENSG00000197380",147906
"DACT3-AS1",0,"grey","ENSG00000245598.6","ENSG00000245598",100506068
"DAD1",0,"grey","ENSG00000129562.10","ENSG00000129562",1603
"DAG1",0,"grey","ENSG00000173402.11","ENSG00000173402",1605
"DAGLA",0,"grey","ENSG00000134780.9","ENSG00000134780",747
"DAGLB",0,"grey","ENSG00000164535.14","ENSG00000164535",221955
"DALRD3",0,"grey","ENSG00000178149.16","ENSG00000178149",55152
"DANCR",0,"grey","ENSG00000226950.6","ENSG00000226950",57291
"DAND5",0,"grey","ENSG00000179284.5","ENSG00000179284",199699
"DAO",0,"grey","ENSG00000110887.7","ENSG00000110887",1610
"DAP",0,"grey","ENSG00000112977.15","ENSG00000112977",1611
"DAP3",0,"grey","ENSG00000132676.15","ENSG00000132676",7818
"DAPK1",0,"grey","ENSG00000196730.12","ENSG00000196730",1612
"DAPK2",0,"grey","ENSG00000035664.11","ENSG00000035664",23604
"DAPK3",0,"grey","ENSG00000167657.11","ENSG00000167657",1613
"DAPL1",0,"grey","ENSG00000163331.10","ENSG00000163331",92196
"DAPP1",0,"grey","ENSG00000070190.12","ENSG00000070190",27071
"DARS",0,"grey","ENSG00000115866.10","ENSG00000115866",1615
"DARS-AS1",0,"grey","ENSG00000231890.7","ENSG00000231890",NA
"DARS2",4,"yellow","ENSG00000117593.9","ENSG00000117593",55157
"DAW1",0,"grey","ENSG00000123977.9","ENSG00000123977",164781
"DAXX",6,"red","ENSG00000204209.10","ENSG00000204209",1616
"DAZAP1",0,"grey","ENSG00000071626.16","ENSG00000071626",26528
"DAZAP2",0,"grey","ENSG00000183283.15","ENSG00000183283",9802
"DAZL",0,"grey","ENSG00000092345.13","ENSG00000092345",1618
"DBF4",4,"yellow","ENSG00000006634.7","ENSG00000006634",10926
"DBF4B",4,"yellow","ENSG00000161692.17","ENSG00000161692",80174
"DBH",0,"grey","ENSG00000123454.10","ENSG00000123454",1621
"DBH-AS1",0,"grey","ENSG00000225756.1","ENSG00000225756",138948
"DBI",0,"grey","ENSG00000155368.16","ENSG00000155368",1622
"DBIL5P",0,"grey","ENSG00000231784.8","ENSG00000231784",NA
"DBIL5P2",0,"grey","ENSG00000242412.1","ENSG00000242412",100169989
"DBN1",0,"grey","ENSG00000113758.13","ENSG00000113758",1627
"DBNDD1",0,"grey","ENSG00000003249.13","ENSG00000003249",79007
"DBNDD2",0,"grey","ENSG00000244274.7","ENSG00000244274",55861
"DBNL",0,"grey","ENSG00000136279.18","ENSG00000136279",28988
"DBP",0,"grey","ENSG00000105516.10","ENSG00000105516",1628
"DBR1",6,"red","ENSG00000138231.12","ENSG00000138231",51163
"DBT",0,"grey","ENSG00000137992.14","ENSG00000137992",1629
"DBX2",0,"grey","ENSG00000185610.6","ENSG00000185610",440097
"DCAF10",6,"red","ENSG00000122741.15","ENSG00000122741",79269
"DCAF11",7,"black","ENSG00000100897.17","ENSG00000100897",80344
"DCAF12",6,"red","ENSG00000198876.12","ENSG00000198876",25853
"DCAF12L2",0,"grey","ENSG00000198354.5","ENSG00000198354",340578
"DCAF13",4,"yellow","ENSG00000164934.13","ENSG00000164934",25879
"DCAF13P3",0,"grey","ENSG00000259378.1","ENSG00000259378",NA
"DCAF15",0,"grey","ENSG00000132017.10","ENSG00000132017",90379
"DCAF16",6,"red","ENSG00000163257.10","ENSG00000163257",54876
"DCAF17",6,"red","ENSG00000115827.13","ENSG00000115827",80067
"DCAF4",0,"grey","ENSG00000119599.16","ENSG00000119599",26094
"DCAF4L1",0,"grey","ENSG00000182308.6","ENSG00000182308",285429
"DCAF5",7,"black","ENSG00000139990.17","ENSG00000139990",8816
"DCAF6",0,"grey","ENSG00000143164.15","ENSG00000143164",55827
"DCAF7",6,"red","ENSG00000136485.14","ENSG00000136485",10238
"DCAF8",0,"grey","ENSG00000132716.18","ENSG00000132716",50717
"DCAKD",0,"grey","ENSG00000172992.11","ENSG00000172992",79877
"DCANP1",0,"grey","ENSG00000251380.3","ENSG00000251380",140947
"DCBLD1",0,"grey","ENSG00000164465.18","ENSG00000164465",285761
"DCBLD2",0,"grey","ENSG00000057019.15","ENSG00000057019",131566
"DCC",0,"grey","ENSG00000187323.11","ENSG00000187323",1630
"DCDC1",0,"grey","ENSG00000170959.14","ENSG00000170959",341019
"DCDC2",0,"grey","ENSG00000146038.11","ENSG00000146038",51473
"DCDC2B",0,"grey","ENSG00000222046.2","ENSG00000222046",149069
"DCDC2C",0,"grey","ENSG00000214866.7","ENSG00000214866",728597
"DCHS1",0,"grey","ENSG00000166341.7","ENSG00000166341",8642
"DCHS2",0,"grey","ENSG00000197410.12","ENSG00000197410",54798
"DCK",6,"red","ENSG00000156136.9","ENSG00000156136",1633
"DCLK1",0,"grey","ENSG00000133083.14","ENSG00000133083",9201
"DCLK2",0,"grey","ENSG00000170390.14","ENSG00000170390",166614
"DCLK3",0,"grey","ENSG00000163673.6","ENSG00000163673",85443
"DCLRE1A",0,"grey","ENSG00000198924.7","ENSG00000198924",9937
"DCLRE1B",6,"red","ENSG00000118655.4","ENSG00000118655",64858
"DCLRE1C",6,"red","ENSG00000152457.17","ENSG00000152457",64421
"DCN",0,"grey","ENSG00000011465.16","ENSG00000011465",1634
"DCP1A",6,"red","ENSG00000272886.5","ENSG00000272886",55802
"DCP1B",0,"grey","ENSG00000151065.13","ENSG00000151065",196513
"DCP2",18,"lightgreen","ENSG00000172795.15","ENSG00000172795",167227
"DCPS",0,"grey","ENSG00000110063.8","ENSG00000110063",28960
"DCST1",0,"grey","ENSG00000163357.10","ENSG00000163357",149095
"DCST2",0,"grey","ENSG00000163354.14","ENSG00000163354",127579
"DCSTAMP",0,"grey","ENSG00000164935.6","ENSG00000164935",81501
"DCT",0,"grey","ENSG00000080166.15","ENSG00000080166",1638
"DCTD",0,"grey","ENSG00000129187.14","ENSG00000129187",1635
"DCTN1",0,"grey","ENSG00000204843.12","ENSG00000204843",1639
"DCTN1-AS1",0,"grey","ENSG00000237737.5","ENSG00000237737",100189589
"DCTN2",0,"grey","ENSG00000175203.15","ENSG00000175203",10540
"DCTN3",0,"grey","ENSG00000137100.15","ENSG00000137100",11258
"DCTN4",17,"grey60","ENSG00000132912.12","ENSG00000132912",51164
"DCTN5",17,"grey60","ENSG00000166847.9","ENSG00000166847",84516
"DCTN6",0,"grey","ENSG00000104671.7","ENSG00000104671",10671
"DCTPP1",0,"grey","ENSG00000179958.8","ENSG00000179958",79077
"DCUN1D1",17,"grey60","ENSG00000043093.13","ENSG00000043093",54165
"DCUN1D2",0,"grey","ENSG00000150401.14","ENSG00000150401",55208
"DCUN1D3",0,"grey","ENSG00000188215.9","ENSG00000188215",123879
"DCUN1D4",6,"red","ENSG00000109184.14","ENSG00000109184",23142
"DCUN1D5",0,"grey","ENSG00000137692.11","ENSG00000137692",84259
"DCX",0,"grey","ENSG00000077279.16","ENSG00000077279",1641
"DCXR",0,"grey","ENSG00000169738.7","ENSG00000169738",51181
"DDA1",0,"grey","ENSG00000130311.10","ENSG00000130311",79016
"DDAH1",0,"grey","ENSG00000153904.18","ENSG00000153904",23576
"DDAH2",0,"grey","ENSG00000213722.8","ENSG00000213722",23564
"DDB1",0,"grey","ENSG00000167986.13","ENSG00000167986",1642
"DDB2",0,"grey","ENSG00000134574.11","ENSG00000134574",1643
"DDC",0,"grey","ENSG00000132437.17","ENSG00000132437",1644
"DDHD1",6,"red","ENSG00000100523.14","ENSG00000100523",80821
"DDHD2",7,"black","ENSG00000085788.13","ENSG00000085788",23259
"DDI2",6,"red","ENSG00000197312.11","ENSG00000197312",84301
"DDIAS",4,"yellow","ENSG00000165490.12","ENSG00000165490",220042
"DDIT3",0,"grey","ENSG00000175197.10","ENSG00000175197",1649
"DDIT4",0,"grey","ENSG00000168209.4","ENSG00000168209",54541
"DDIT4L",0,"grey","ENSG00000145358.6","ENSG00000145358",115265
"DDN",0,"grey","ENSG00000181418.7","ENSG00000181418",23109
"DDO",0,"grey","ENSG00000203797.9","ENSG00000203797",8528
"DDOST",0,"grey","ENSG00000244038.9","ENSG00000244038",1650
"DDR1",0,"grey","ENSG00000204580.11","ENSG00000204580",780
"DDR2",0,"grey","ENSG00000162733.16","ENSG00000162733",4921
"DDRGK1",0,"grey","ENSG00000198171.12","ENSG00000198171",65992
"DDT",0,"grey","ENSG00000099977.13","ENSG00000099977",1652
"DDTL",0,"grey","ENSG00000099974.7","ENSG00000099974",100037417
"DDX1",0,"grey","ENSG00000079785.14","ENSG00000079785",1653
"DDX10",0,"grey","ENSG00000178105.9","ENSG00000178105",1662
"DDX11",0,"grey","ENSG00000013573.16","ENSG00000013573",1663
"DDX11-AS1",0,"grey","ENSG00000245614.3","ENSG00000245614",100506660
"DDX11L1",0,"grey","ENSG00000223972.5","ENSG00000223972",84771
"DDX11L10",0,"grey","ENSG00000233614.6","ENSG00000233614",727856
"DDX11L16",0,"grey","ENSG00000227159.7","ENSG00000227159",NA
"DDX11L2",0,"grey","ENSG00000236397.3","ENSG00000236397",NA
"DDX11L9",0,"grey","ENSG00000248472.8","ENSG00000248472",727856
"DDX12P",0,"grey","ENSG00000214826.5","ENSG00000214826",NA
"DDX17",6,"red","ENSG00000100201.18","ENSG00000100201",10521
"DDX18",6,"red","ENSG00000088205.12","ENSG00000088205",8886
"DDX19A",0,"grey","ENSG00000168872.15","ENSG00000168872",55308
"DDX19B",0,"grey","ENSG00000157349.15","ENSG00000157349",11269
"DDX20",6,"red","ENSG00000064703.11","ENSG00000064703",11218
"DDX21",6,"red","ENSG00000165732.12","ENSG00000165732",9188
"DDX23",4,"yellow","ENSG00000174243.9","ENSG00000174243",9416
"DDX24",0,"grey","ENSG00000089737.15","ENSG00000089737",57062
"DDX25",0,"grey","ENSG00000109832.12","ENSG00000109832",29118
"DDX26B",0,"grey","ENSG00000165359.14","ENSG00000165359",203522
"DDX26B-AS1",0,"grey","ENSG00000225235.1","ENSG00000225235",100874118
"DDX27",0,"grey","ENSG00000124228.14","ENSG00000124228",55661
"DDX28",0,"grey","ENSG00000182810.6","ENSG00000182810",55794
"DDX31",0,"grey","ENSG00000125485.17","ENSG00000125485",64794
"DDX39A",0,"grey","ENSG00000123136.14","ENSG00000123136",10212
"DDX39B",0,"grey","ENSG00000198563.13","ENSG00000198563",7919
"DDX3X",0,"grey","ENSG00000215301.9","ENSG00000215301",1654
"DDX3Y",0,"grey","ENSG00000067048.16","ENSG00000067048",8653
"DDX4",0,"grey","ENSG00000152670.18","ENSG00000152670",54514
"DDX41",0,"grey","ENSG00000183258.11","ENSG00000183258",51428
"DDX42",6,"red","ENSG00000198231.12","ENSG00000198231",11325
"DDX43",0,"grey","ENSG00000080007.7","ENSG00000080007",55510
"DDX46",24,"darkgrey","ENSG00000145833.15","ENSG00000145833",9879
"DDX47",0,"grey","ENSG00000213782.7","ENSG00000213782",51202
"DDX49",0,"grey","ENSG00000105671.11","ENSG00000105671",54555
"DDX5",0,"grey","ENSG00000108654.11","ENSG00000108654",1655
"DDX50",6,"red","ENSG00000107625.12","ENSG00000107625",79009
"DDX51",0,"grey","ENSG00000185163.9","ENSG00000185163",317781
"DDX52",0,"grey","ENSG00000278053.4","ENSG00000278053",11056
"DDX54",0,"grey","ENSG00000123064.12","ENSG00000123064",79039
"DDX55",0,"grey","ENSG00000111364.15","ENSG00000111364",57696
"DDX56",0,"grey","ENSG00000136271.10","ENSG00000136271",54606
"DDX58",0,"grey","ENSG00000107201.9","ENSG00000107201",23586
"DDX59",0,"grey","ENSG00000118197.13","ENSG00000118197",83479
"DDX6",17,"grey60","ENSG00000110367.11","ENSG00000110367",1656
"DDX60",0,"grey","ENSG00000137628.16","ENSG00000137628",55601
"DDX60L",0,"grey","ENSG00000181381.13","ENSG00000181381",91351
"DEAF1",0,"grey","ENSG00000177030.16","ENSG00000177030",10522
"DEC1",0,"grey","ENSG00000173077.14","ENSG00000173077",NA
"DECR1",0,"grey","ENSG00000104325.6","ENSG00000104325",1666
"DECR2",0,"grey","ENSG00000242612.6","ENSG00000242612",26063
"DEDD",0,"grey","ENSG00000158796.16","ENSG00000158796",9191
"DEDD2",0,"grey","ENSG00000160570.13","ENSG00000160570",162989
"DEF6",0,"grey","ENSG00000023892.10","ENSG00000023892",50619
"DEF8",0,"grey","ENSG00000140995.16","ENSG00000140995",54849
"DEFA1",0,"grey","ENSG00000206047.2","ENSG00000206047",1667
"DEFB1",0,"grey","ENSG00000164825.3","ENSG00000164825",1672
"DEFB124",0,"grey","ENSG00000180383.3","ENSG00000180383",245937
"DEGS1",0,"grey","ENSG00000143753.12","ENSG00000143753",8560
"DEGS2",0,"grey","ENSG00000168350.7","ENSG00000168350",123099
"DEK",6,"red","ENSG00000124795.14","ENSG00000124795",7913
"DENND1A",0,"grey","ENSG00000119522.15","ENSG00000119522",57706
"DENND1B",0,"grey","ENSG00000213047.11","ENSG00000213047",163486
"DENND1C",0,"grey","ENSG00000205744.9","ENSG00000205744",79958
"DENND2A",0,"grey","ENSG00000146966.12","ENSG00000146966",27147
"DENND2C",0,"grey","ENSG00000175984.14","ENSG00000175984",163259
"DENND2D",0,"grey","ENSG00000162777.16","ENSG00000162777",79961
"DENND3",0,"grey","ENSG00000105339.10","ENSG00000105339",22898
"DENND4A",0,"grey","ENSG00000174485.14","ENSG00000174485",10260
"DENND4B",0,"grey","ENSG00000198837.9","ENSG00000198837",9909
"DENND4C",17,"grey60","ENSG00000137145.20","ENSG00000137145",55667
"DENND5A",0,"grey","ENSG00000184014.7","ENSG00000184014",23258
"DENND5B",0,"grey","ENSG00000170456.14","ENSG00000170456",160518
"DENND5B-AS1",0,"grey","ENSG00000255867.1","ENSG00000255867",100874249
"DENND6A",0,"grey","ENSG00000174839.12","ENSG00000174839",201627
"DENND6B",0,"grey","ENSG00000205593.11","ENSG00000205593",414918
"DENR",6,"red","ENSG00000139726.10","ENSG00000139726",8562
"DEPDC1",4,"yellow","ENSG00000024526.16","ENSG00000024526",55635
"DEPDC1-AS1",0,"grey","ENSG00000234264.1","ENSG00000234264",101927220
"DEPDC1B",4,"yellow","ENSG00000035499.12","ENSG00000035499",55789
"DEPDC4",4,"yellow","ENSG00000166153.16","ENSG00000166153",120863
"DEPDC5",0,"grey","ENSG00000100150.16","ENSG00000100150",9681
"DEPDC7",0,"grey","ENSG00000121690.9","ENSG00000121690",91614
"DEPTOR",0,"grey","ENSG00000155792.9","ENSG00000155792",64798
"DERA",0,"grey","ENSG00000023697.12","ENSG00000023697",51071
"DERL1",0,"grey","ENSG00000136986.9","ENSG00000136986",79139
"DERL2",0,"grey","ENSG00000072849.10","ENSG00000072849",51009
"DERL3",0,"grey","ENSG00000099958.14","ENSG00000099958",91319
"DES",26,"darkorange","ENSG00000175084.11","ENSG00000175084",1674
"DESI1",0,"grey","ENSG00000100418.7","ENSG00000100418",27351
"DESI2",6,"red","ENSG00000121644.18","ENSG00000121644",51029
"DET1",6,"red","ENSG00000140543.13","ENSG00000140543",55070
"DEXI",0,"grey","ENSG00000182108.9","ENSG00000182108",28955
"DFFA",0,"grey","ENSG00000160049.11","ENSG00000160049",1676
"DFFB",0,"grey","ENSG00000169598.15","ENSG00000169598",1677
"DFNA5",0,"grey","ENSG00000105928.13","ENSG00000105928",1687
"DFNB31",0,"grey","ENSG00000095397.13","ENSG00000095397",25861
"DFNB59",0,"grey","ENSG00000204311.11","ENSG00000204311",494513
"DGAT1",0,"grey","ENSG00000185000.9","ENSG00000185000",8694
"DGAT2",0,"grey","ENSG00000062282.14","ENSG00000062282",84649
"DGCR11",0,"grey","ENSG00000273311.1","ENSG00000273311",25786
"DGCR14",0,"grey","ENSG00000100056.11","ENSG00000100056",8220
"DGCR2",7,"black","ENSG00000070413.18","ENSG00000070413",9993
"DGCR5",0,"grey","ENSG00000237517.8","ENSG00000237517",NA
"DGCR6",0,"grey","ENSG00000183628.12","ENSG00000183628",8214
"DGCR6L",0,"grey","ENSG00000128185.9","ENSG00000128185",85359
"DGCR8",0,"grey","ENSG00000128191.13","ENSG00000128191",54487
"DGCR9",0,"grey","ENSG00000273032.1","ENSG00000273032",26220
"DGKA",0,"grey","ENSG00000065357.19","ENSG00000065357",1606
"DGKB",0,"grey","ENSG00000136267.13","ENSG00000136267",1607
"DGKD",0,"grey","ENSG00000077044.9","ENSG00000077044",8527
"DGKE",0,"grey","ENSG00000153933.9","ENSG00000153933",8526
"DGKG",0,"grey","ENSG00000058866.14","ENSG00000058866",1608
"DGKH",0,"grey","ENSG00000102780.16","ENSG00000102780",160851
"DGKI",0,"grey","ENSG00000157680.15","ENSG00000157680",9162
"DGKK",0,"grey","ENSG00000274588.1","ENSG00000274588",139189
"DGKQ",0,"grey","ENSG00000145214.13","ENSG00000145214",1609
"DGKZ",0,"grey","ENSG00000149091.15","ENSG00000149091",8525
"DGUOK",0,"grey","ENSG00000114956.19","ENSG00000114956",1716
"DGUOK-AS1",0,"grey","ENSG00000237883.1","ENSG00000237883",NA
"DHCR24",0,"grey","ENSG00000116133.11","ENSG00000116133",1718
"DHCR7",0,"grey","ENSG00000172893.15","ENSG00000172893",1717
"DHDDS",7,"black","ENSG00000117682.16","ENSG00000117682",79947
"DHDH",0,"grey","ENSG00000104808.7","ENSG00000104808",27294
"DHFR",4,"yellow","ENSG00000228716.6","ENSG00000228716",1719
"DHFRL1",17,"grey60","ENSG00000178700.7","ENSG00000178700",200895
"DHH",0,"grey","ENSG00000139549.2","ENSG00000139549",50846
"DHODH",0,"grey","ENSG00000102967.11","ENSG00000102967",1723
"DHPS",0,"grey","ENSG00000095059.15","ENSG00000095059",1725
"DHRS1",0,"grey","ENSG00000157379.13","ENSG00000157379",115817
"DHRS11",0,"grey","ENSG00000278535.4","ENSG00000278535",79154
"DHRS12",0,"grey","ENSG00000102796.10","ENSG00000102796",79758
"DHRS13",0,"grey","ENSG00000167536.13","ENSG00000167536",147015
"DHRS2",0,"grey","ENSG00000100867.14","ENSG00000100867",10202
"DHRS3",0,"grey","ENSG00000162496.8","ENSG00000162496",9249
"DHRS4",0,"grey","ENSG00000157326.18","ENSG00000157326",10901
"DHRS4-AS1",0,"grey","ENSG00000215256.3","ENSG00000215256",55449
"DHRS4L1",0,"grey","ENSG00000225766.8","ENSG00000225766",NA
"DHRS4L2",0,"grey","ENSG00000187630.14","ENSG00000187630",317749
"DHRS7",0,"grey","ENSG00000100612.13","ENSG00000100612",51635
"DHRS7B",0,"grey","ENSG00000109016.17","ENSG00000109016",25979
"DHRS9",0,"grey","ENSG00000073737.16","ENSG00000073737",10170
"DHRSX",0,"grey","ENSG00000169084.12","ENSG00000169084",207063
"DHTKD1",0,"grey","ENSG00000181192.11","ENSG00000181192",55526
"DHX15",18,"lightgreen","ENSG00000109606.12","ENSG00000109606",1665
"DHX16",0,"grey","ENSG00000204560.9","ENSG00000204560",8449
"DHX29",17,"grey60","ENSG00000067248.9","ENSG00000067248",54505
"DHX30",0,"grey","ENSG00000132153.14","ENSG00000132153",22907
"DHX32",0,"grey","ENSG00000089876.11","ENSG00000089876",55760
"DHX33",6,"red","ENSG00000005100.12","ENSG00000005100",56919
"DHX34",0,"grey","ENSG00000134815.18","ENSG00000134815",9704
"DHX35",0,"grey","ENSG00000101452.14","ENSG00000101452",60625
"DHX36",0,"grey","ENSG00000174953.13","ENSG00000174953",170506
"DHX37",0,"grey","ENSG00000150990.7","ENSG00000150990",57647
"DHX38",0,"grey","ENSG00000140829.11","ENSG00000140829",9785
"DHX40",17,"grey60","ENSG00000108406.9","ENSG00000108406",79665
"DHX57",0,"grey","ENSG00000163214.20","ENSG00000163214",90957
"DHX58",0,"grey","ENSG00000108771.12","ENSG00000108771",79132
"DHX8",0,"grey","ENSG00000067596.10","ENSG00000067596",1659
"DHX9",4,"yellow","ENSG00000135829.16","ENSG00000135829",1660
"DIABLO",0,"grey","ENSG00000184047.15","ENSG00000184047",56616
"DIAPH1",0,"grey","ENSG00000131504.15","ENSG00000131504",1729
"DIAPH2",0,"grey","ENSG00000147202.17","ENSG00000147202",1730
"DIAPH2-AS1",0,"grey","ENSG00000236256.9","ENSG00000236256",10824
"DIAPH3",6,"red","ENSG00000139734.17","ENSG00000139734",81624
"DICER1",6,"red","ENSG00000100697.14","ENSG00000100697",23405
"DICER1-AS1",0,"grey","ENSG00000235706.7","ENSG00000235706",400242
"DIDO1",17,"grey60","ENSG00000101191.16","ENSG00000101191",11083
"DIEXF",6,"red","ENSG00000117597.17","ENSG00000117597",27042
"DIMT1",18,"lightgreen","ENSG00000086189.9","ENSG00000086189",27292
"DIO1",0,"grey","ENSG00000211452.10","ENSG00000211452",1733
"DIO2",0,"grey","ENSG00000211448.11","ENSG00000211448",1734
"DIO3",0,"grey","ENSG00000197406.7","ENSG00000197406",1735
"DIO3OS",0,"grey","ENSG00000258498.6","ENSG00000258498",64150
"DIP2A",0,"grey","ENSG00000160305.17","ENSG00000160305",23181
"DIP2B",7,"black","ENSG00000066084.12","ENSG00000066084",57609
"DIP2C",0,"grey","ENSG00000151240.15","ENSG00000151240",22982
"DIRAS1",0,"grey","ENSG00000176490.4","ENSG00000176490",148252
"DIRAS2",0,"grey","ENSG00000165023.5","ENSG00000165023",54769
"DIRAS3",0,"grey","ENSG00000162595.4","ENSG00000162595",9077
"DIRC2",7,"black","ENSG00000138463.8","ENSG00000138463",84925
"DIRC3",0,"grey","ENSG00000231672.6","ENSG00000231672",NA
"DIS3",6,"red","ENSG00000083520.14","ENSG00000083520",22894
"DIS3L",6,"red","ENSG00000166938.12","ENSG00000166938",115752
"DIS3L2",0,"grey","ENSG00000144535.19","ENSG00000144535",129563
"DISC1",0,"grey","ENSG00000162946.20","ENSG00000162946",27185
"DISC1FP1",0,"grey","ENSG00000261645.5","ENSG00000261645",101929222
"DISP1",0,"grey","ENSG00000154309.8","ENSG00000154309",84976
"DISP2",0,"grey","ENSG00000140323.5","ENSG00000140323",85455
"DIXDC1",0,"grey","ENSG00000150764.13","ENSG00000150764",85458
"DKC1",0,"grey","ENSG00000130826.15","ENSG00000130826",1736
"DKFZP434A062",0,"grey","ENSG00000262075.3","ENSG00000262075",26102
"DKFZP434I0714",0,"grey","ENSG00000268471.4","ENSG00000268471",54553
